sentence_id,source_file,tokens,text,matched_keywords,primary_keyword,cluster,cluster_label_auto
1104,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['deux', 'ces', 'enfants', 'étant', 'villages', 'voisins', 'bani', 'benténani', 'trouvaient', 'ouest', 'notre', 'route', 'voulus', 'décider', 'rendre', 'dans', 'ces', 'villages', 'pour', 'prévenir', 'habitants', 'leur', 'voulais', 'aucun', 'mal', 'faisais', 'seulement', 'guerre', 'mara', 'bout']",deux ces enfants étant villages voisins bani benténani trouvaient ouest notre route voulus décider rendre dans ces villages pour prévenir habitants leur voulais aucun mal faisais seulement guerre mara bout,[],,2,dans / ces / leur
1105,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['aurais', 'désiré', 'éviter', 'levée', 'boucliers', 'générale', 'contre', 'détacher', 'mahmadou', 'lamine', 'quelques', 'uns', 'ses', 'partisans', 'gagnés', 'seulement', 'lui', 'par', 'calomnies', 'répandait', 'partout', 'sur', 'notre', 'compte']",aurais désiré éviter levée boucliers générale contre détacher mahmadou lamine quelques uns ses partisans gagnés seulement lui par calomnies répandait partout sur notre compte,"['Mahmadou', 'Lamine', 'Ahmadou']",Mahmadou,1,lamine / mahmadou lamine / mahmadou
1106,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['ces', 'deux', 'enfants', 'auxquels', 'remis', 'lettres', 'arabe', 'expliquant', 'mes', 'intentions', 'pacifiques', 'furent', 'conduits', 'par', 'mademba', 'jusqu', 'deux', 'trois', 'loin', 'puis', 'lâchés', 'après', 'reçu', 'pour', 'eux', 'cadeaux', 'sucre', 'biscuit']",ces deux enfants auxquels remis lettres arabe expliquant mes intentions pacifiques furent conduits par mademba jusqu deux trois loin puis lâchés après reçu pour eux cadeaux sucre biscuit,[],,4,deux / deux colonnes / colonnes
1107,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['assit', 'impassiblement', 'terre', 'devant', 'moi', 'chose', 'curieuse', 'puisqu', 'était', 'resté', 'bouche', 'close', 'veille', 'fit', 'mine', 'tout', 'abord', 'répondre', 'mes', 'questions']",assit impassiblement terre devant moi chose curieuse puisqu était resté bouche close veille fit mine tout abord répondre mes questions,[],,3,était / pour / lui
1108,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['voulais', 'remettre', 'lettre', 'hadj', 'nos', 'frères', 'bondou', 'égarés', 'dans', 'tes', 'rangs']",voulais remettre lettre hadj nos frères bondou égarés dans tes rangs,['Hadj'],Hadj,5,par / plus / hadj
1109,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['savais', 'espionnais', 'nos', 'mouvements', 'lois', 'guerre', 'punissent', 'mort', 'tout', 'acte', 'espionnage']",savais espionnais nos mouvements lois guerre punissent mort tout acte espionnage,[],,3,était / pour / lui
1110,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['informai', 'même', 'temps', 'notre', 'affaire', 'soutouta']",informai même temps notre affaire soutouta,[],,3,était / pour / lui
1111,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['service', 'sûreté', 'fut', 'organisé', 'avecle', 'plus', 'grand', 'soin', 'pendant', 'nuit']",service sûreté fut organisé avecle plus grand soin pendant nuit,[],,5,par / plus / hadj
1112,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['pouvions', 'maintenant', 'attendre', 'tout', 'moment', 'alta', 'qués', 'pouvait', 'craindre', 'le_marabout', 'informé', 'notre', 'approche', 'tentât', 'dresser', 'ces', 'terrtbles', 'embuscades', 'auxquelles', 'prêtait', 'bien', 'pays', 'boisé']",pouvions maintenant attendre tout moment alta qués pouvait craindre le_marabout informé notre approche tentât dresser ces terrtbles embuscades auxquelles prêtait bien pays boisé,['le marabout'],le marabout,3,était / pour / lui
1113,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['vers', 'neuf', 'heures', 'soir', 'horizon', 'illu', 'mina', 'tout', 'coup', 'côté', 'ouest']",vers neuf heures soir horizon illu mina tout coup côté ouest,[],,3,était / pour / lui
1114,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['immense', 'clarté', 'voyail', 'loin', 'rougissant', 'cette', 'partie', 'ciel']",immense clarté voyail loin rougissant cette partie ciel,[],,3,était / pour / lui
1115,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['renseignements', 'sur', 'mara', 'bout', 'rencontre', 'deux', 'colonnes', 'sanoundi', 'déroute', 'indigènes', 'villages', 'envi', 'ronnants']",renseignements sur mara bout rencontre deux colonnes sanoundi déroute indigènes villages envi ronnants,[],,4,deux / deux colonnes / colonnes
1116,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['décembre', 'après', 'courte', 'étape', 'accomplie', 'travers', 'bois', 'toujours', 'aussi', 'épais', 'bivouaquions', 'village', 'ganguiliel']",décembre après courte étape accomplie travers bois toujours aussi épais bivouaquions village ganguiliel,[],,2,dans / ces / leur
1117,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['cava', 'lerie', 'trouvé', 'village', 'occupé', 'habitants', 'étaient', 'enfuis', 'son', 'approche']",cava lerie trouvé village occupé habitants étaient enfuis son approche,[],,2,dans / ces / leur
1118,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['réserve', 'pendant', 'quelques', 'greniers', 'commissaire', 'fait', 'vider']",réserve pendant quelques greniers commissaire fait vider,[],,3,était / pour / lui
1119,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['leur', 'contenu', 'enfoui', 'dans', 'silos', 'recouverts', 'soigneusement', 'pour', 'servir', 'tandis', 'nos', 'patrouilles', 'fouillent', 'bois', 'environnants', 'envoie', 'spahis', 'cavaliers', 'auxiliaires', 'pousser', 'reconnaissance', 'sur', 'route', 'devrons', 'suivre', 'lendemain']",leur contenu enfoui dans silos recouverts soigneusement pour servir tandis nos patrouilles fouillent bois environnants envoie spahis cavaliers auxiliaires pousser reconnaissance sur route devrons suivre lendemain,[],,2,dans / ces / leur
1120,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['nos', 'guides', 'sénoudébou', 'connais', 'sent', 'plus', 'pays', 'aussi', 'bien', 'puis', 'dirait', 'leur', 'perspicacité', 'diminue', 'fur', 'mesure', 'approchons', 'diana']",nos guides sénoudébou connais sent plus pays aussi bien puis dirait leur perspicacité diminue fur mesure approchons diana,['Diana'],Diana,2,dans / ces / leur
1121,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['heureusement', 'saada', 'amady', 'amène', 'deux', 'indigènes', 'village', 'voisin', 'ses', 'cava', 'liers', 'viennent', 'capturer']",heureusement saada amady amène deux indigènes village voisin ses cava liers viennent capturer,[],,4,deux / deux colonnes / colonnes
1122,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['bondoukés', 'avaient', 'façon', 'réellement', 'ori', 'ginale', 'attacher', 'leurs', 'prisonniers']",bondoukés avaient façon réellement ori ginale attacher leurs prisonniers,[],,2,dans / ces / leur
1123,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['leur', 'passait', 'corde', 'cou', 'puis', 'deux', 'poignets', 'élaient', 'fixés', 'cette', 'même', 'corde', 'par', 'deux', 'liens', 'très', 'courts']",leur passait corde cou puis deux poignets élaient fixés cette même corde par deux liens très courts,[],,4,deux / deux colonnes / colonnes
1124,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['avaient', 'ainsi', 'quelque', 'ressemblance', 'aver', 'chinois', 'emprisonnés', 'dans', 'cangue']",avaient ainsi quelque ressemblance aver chinois emprisonnés dans cangue,[],,2,dans / ces / leur
1125,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['nos', 'deux', 'individus', 'purent', 'fournir', 'renseignements', 'suffisants', 'sur', 'route', 'apprirent', 'rien', 'nouveau', 'sur', 'le_marabout']",nos deux individus purent fournir renseignements suffisants sur route apprirent rien nouveau sur le_marabout,['le marabout'],le marabout,4,deux / deux colonnes / colonnes
1126,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['vers', 'midi', 'grand', 'gardes', 'envoie', 'autre', 'indigène', 'venait', 'arrêter', 'dans', 'bois', 'demandait', 'parler', 'commandant', 'colonne']",vers midi grand gardes envoie autre indigène venait arrêter dans bois demandait parler commandant colonne,[],,2,dans / ces / leur
1127,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['spahis', 'tirailleurs', 'dans', 'leurs', 'reconnaissances', 'avaient', 'découvrir', 'seul', 'indigène']",spahis tirailleurs dans leurs reconnaissances avaient découvrir seul indigène,[],,2,dans / ces / leur
1128,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['décembre', 'marche', 'etre', 'marquée', 'par', 'incendies', 'allumés', 'loin', 'sur', 'route', 'kilomètres', 'environ', 'bivouac']",décembre marche etre marquée par incendies allumés loin sur route kilomètres environ bivouac,[],,5,par / plus / hadj
1129,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['famine', 'régnait', 'dans', 'tout', 'pays', 'le_marabout', 'ayant', 'fait', 'affluer', 'diana', 'céréales', 'récoltées', 'dans', 'contrée']",famine régnait dans tout pays le_marabout ayant fait affluer diana céréales récoltées dans contrée,"['Diana', 'le marabout']",Diana,2,dans / ces / leur
1130,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['vallière', 'indiquait', 'ses', 'étapes', 'pro', 'bables', 'pour', 'gagner', 'point', 'comptait', 'toujours', 'atteindre', 'signalait', 'hostilité', 'saroudian', 'plusieurs', 'villages', 'avaient', 'réuni', 'leurs', 'contingents', 'pour', 'arrêter', 'colonne']",vallière indiquait ses étapes pro bables pour gagner point comptait toujours atteindre signalait hostilité saroudian plusieurs villages avaient réuni leurs contingents pour arrêter colonne,[],,2,dans / ces / leur
1131,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['somme', 'tout', 'allait', 'aussi', 'bien', 'possible', 'côté', 'vallière']",somme tout allait aussi bien possible côté vallière,[],,3,était / pour / lui
1132,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['journée', 'lendemain', 'préparait', 'sans', 'doute', 'nouveau']",journée lendemain préparait sans doute nouveau,[],,3,était / pour / lui
1133,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['aussi', 'pour', 'plus', 'portée', 'deuxième', 'colonne', 'brusquer', 'notre', 'marche', 'sur', 'diana', 'grande', 'chaleur', 'fut', 'peu', 'tombée', 'fis', 'lever', 'bivouac']",aussi pour plus portée deuxième colonne brusquer notre marche sur diana grande chaleur fut peu tombée fis lever bivouac,['Diana'],Diana,3,était / pour / lui
1134,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['toujours', 'précédés', 'par', 'épais', 'rideau', 'éclaireurs', 'arrivions', 'nuit', 'sintiou', 'oumar', 'ciré', 'prenions', 'aussitôt', 'notre', 'campement']",toujours précédés par épais rideau éclaireurs arrivions nuit sintiou oumar ciré prenions aussitôt notre campement,[],,5,par / plus / hadj
1135,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['avions', 'traversé', 'dans', 'trajet', 'pays', 'peu', 'moins', 'boisé', 'couvert', 'hautes', 'herbes', 'rendaient', 'toujours', 'difficile', 'notre', 'service', 'surveil', 'lance']",avions traversé dans trajet pays peu moins boisé couvert hautes herbes rendaient toujours difficile notre service surveil lance,[],,2,dans / ces / leur
1136,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['cependant', 'nuit', 'passa', 'sans', 'incident', 'grave']",cependant nuit passa sans incident grave,[],,3,était / pour / lui
1137,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['incendies', 'brillèrent', 'jusqu', 'matin', 'parurent', 'pas', 'rapprocher']",incendies brillèrent jusqu matin parurent pas rapprocher,[],,3,était / pour / lui
1138,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['aucune', 'alerte', 'produisit', 'nos', 'sentinelles', 'grand', 'garde', 'eurent', 'rien', 'anormal', 'décembre', 'colonne', 'reprend', 'marche', 'dans', 'direction', 'diana']",aucune alerte produisit nos sentinelles grand garde eurent rien anormal décembre colonne reprend marche dans direction diana,['Diana'],Diana,2,dans / ces / leur
1139,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['toujours', 'précédée', 'par', 'spahis', 'cavaliers', 'saada', 'amady']",toujours précédée par spahis cavaliers saada amady,[],,5,par / plus / hadj
1140,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['recommande', 'aux', 'guides', 'prendre', 'route', 'plus', 'courte', 'car', 'faut', 'hâter', 'agit', 'maintenant', 'atteindre', 'rapidement', 'objectif', 'opérations']",recommande aux guides prendre route plus courte car faut hâter agit maintenant atteindre rapidement objectif opérations,[],,3,était / pour / lui
1141,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['cette', 'indication', 'accorde', 'avec', 'renseignements', 'possédais', 'déjà', 'deuxième', 'colonne', 'peut', 'sur', 'dos', 'toute', 'armée', 'marabout']",cette indication accorde avec renseignements possédais déjà deuxième colonne peut sur dos toute armée marabout,[],,0,avec / lui / ses
1142,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['rappelle', 'déjà', 'prété', 'cette', 'inten', 'tion', 'mahmadou', 'lamine']",rappelle déjà prété cette inten tion mahmadou lamine,"['Mahmadou', 'Lamine', 'Ahmadou']",Mahmadou,1,lamine / mahmadou lamine / mahmadou
1143,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['justement', 'sons', 'succédaient', 'plus', 'rapides']",justement sons succédaient plus rapides,[],,5,par / plus / hadj
1144,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['semblait', 'suivais', 'péripéties', 'lutte', 'voyais', 'notre', 'petite', 'troupe', 'noyée', 'sous', 'flot', 'ses', 'nombreux', 'assaillants']",semblait suivais péripéties lutte voyais notre petite troupe noyée sous flot ses nombreux assaillants,[],,3,était / pour / lui
1145,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['détonations', 'ralentirent', 'bientôt', 'pour', 'éteindre', 'bout', 'quelques', 'minutes', 'donne', 'alors', 'ordre', 'abandonner', 'route', 'suivions', 'obéissant', 'vieux', 'principe', 'militaire', 'bien', 'connu', 'prescris', 'marcher', 'droit', 'canon']",détonations ralentirent bientôt pour éteindre bout quelques minutes donne alors ordre abandonner route suivions obéissant vieux principe militaire bien connu prescris marcher droit canon,[],,3,était / pour / lui
1146,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['spahis', 'cavaliers', 'auxiliaires', 'toujours', 'dirigés', 'par', 'capilaine', 'fortin', 'partent', 'avant', 'avec', 'mission', 'préparer', 'entrée', 'ligne', 'première', 'colonne', 'colonne', 'vallière', 'livrer', 'action', 'générale', 'contre', 'forces', 'mahmadou', 'lamine']",spahis cavaliers auxiliaires toujours dirigés par capilaine fortin partent avant avec mission préparer entrée ligne première colonne colonne vallière livrer action générale contre forces mahmadou lamine,"['Mahmadou', 'Lamine', 'Ahmadou']",Mahmadou,1,lamine / mahmadou lamine / mahmadou
1147,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['suivons', 'par', 'sentier', 'peine', 'tracé', 'dans', 'bois']",suivons par sentier peine tracé dans bois,[],,5,par / plus / hadj
1148,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['sommes', 'midi', 'gouta', 'village', 'encore', 'bondé', 'provisions', 'habitants', 'évacué', 'hâte']",sommes midi gouta village encore bondé provisions habitants évacué hâte,[],,2,dans / ces / leur
1149,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['ces', 'renseignements', 'tiraient', 'inquié', 'tude', 'sur', 'compte', 'deuxième', 'colonne', 'suivant', 'guide', 'envoyé', 'mon', 'chef', 'état', 'major', 'prends', 'moi', 'aussi', 'route', 'sanoundi']",ces renseignements tiraient inquié tude sur compte deuxième colonne suivant guide envoyé mon chef état major prends moi aussi route sanoundi,[],,2,dans / ces / leur
1150,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['reste', 'suis', 'bientôt', 'complètement', 'fixé', 'car', 'capitaine', 'robert', 'commandait', 'avant', 'garde', 'envoie', 'indigène', 'venant', 'saroudian', 'remet', 'lettre', 'commandant', 'vallière']",reste suis bientôt complètement fixé car capitaine robert commandait avant garde envoie indigène venant saroudian remet lettre commandant vallière,[],,2,dans / ces / leur
1151,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['depuis', 'plusieurs', 'jours', 'déjà', 'deuxième', 'colonne', 'était', 'prévenue', 'siroudian', 'était', 'fortement', 'occupé', 'le_marabout', 'envoyé', 'cer', 'lain', 'nombre', 'talibés', 'pour', 'servir', 'noyau', 'aux', 'contingents', 'villages', 'deux', 'campagnes', 'soudan', 'français']",depuis plusieurs jours déjà deuxième colonne était prévenue siroudian était fortement occupé le_marabout envoyé cer lain nombre talibés pour servir noyau aux contingents villages deux campagnes soudan français,['le marabout'],le marabout,4,deux / deux colonnes / colonnes
1152,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['voulait', 'arrêter', 'colonne', 'française', 'effet', 'appris', 'marche', 'depuis', 'falémé']",voulait arrêter colonne française effet appris marche depuis falémé,[],,3,était / pour / lui
1153,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['commandant', 'vallière', 'fait', 'détruire', 'village', 'interroge', 'blessés']",commandant vallière fait détruire village interroge blessés,[],,2,dans / ces / leur
1154,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['ces', 'pauvres', 'diables', 'confirment', 'renseignements', 'déjà', 'donnés']",ces pauvres diables confirment renseignements déjà donnés,[],,2,dans / ces / leur
1155,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['disent', 'pas', 'voulu', 'écouter', 'nos', 'paroles', 'paix', 'parce', 'hadj', 'leur', 'affirmé', 'français', 'étaient', 'plus', 'craindre', 'leurs', 'armes', 'étaient', 'maintenant', 'inoffensives']",disent pas voulu écouter nos paroles paix parce hadj leur affirmé français étaient plus craindre leurs armes étaient maintenant inoffensives,['Hadj'],Hadj,5,par / plus / hadj
1156,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['aussi', 'dès', 'premier', 'obus', 'leur', 'avail', 'blessé', 'plusieurs', 'hommes', 'étaient', 'suite', 'débandés']",aussi dès premier obus leur avail blessé plusieurs hommes étaient suite débandés,[],,2,dans / ces / leur
1157,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['ajoutaient', 'gens', 'étaient', 'enfuis', 'avaient', 'cacher', 'dans', 'bois', 'étaient', 'pas', 'rentrés', 'diana', 'car', 'méfieraient', 'maintenant', 'tout', 'leur', 'dirait', 'le_marabout']",ajoutaient gens étaient enfuis avaient cacher dans bois étaient pas rentrés diana car méfieraient maintenant tout leur dirait le_marabout,"['Diana', 'le marabout']",Diana,2,dans / ces / leur
1158,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['vallière', 'ajoutait', 'était', 'arrivé', 'deux', 'heures', 'sanoundi', 'son', 'avan']",vallière ajoutait était arrivé deux heures sanoundi son avan,[],,4,deux / deux colonnes / colonnes
1159,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['garde', 'encore', 'échanger', 'quelques', 'coups', 'fusil', 'avec', 'habitants', 'très', 'effrayés', 'par', 'canonnade', 'saroudian', 'étaient', 'également', 'enfuis', 'laissant', 'derrière', 'eux', 'vingtaine', 'bœufs', 'quelques', 'greniers', 'riz', 'rejoins', 'vallière']",garde encore échanger quelques coups fusil avec habitants très effrayés par canonnade saroudian étaient également enfuis laissant derrière eux vingtaine bœufs quelques greniers riz rejoins vallière,[],,2,dans / ces / leur
1160,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['deuxième', 'colonne', 'fixé', 'son', 'camp', 'ouest', 'village', 'hord', 'marigot', 'toutes', 'avaient', 'etre', 'prises', 'pour', 'mellre', 'abri', 'sortie', 'garnison', 'diana']",deuxième colonne fixé son camp ouest village hord marigot toutes avaient etre prises pour mellre abri sortie garnison diana,['Diana'],Diana,3,était / pour / lui
1161,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['quant', 'aux', 'projets', 'maraboul', 'aucune', 'indication', 'précise']",quant aux projets maraboul aucune indication précise,[],,3,était / pour / lui
1162,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['uns', 'affirmaient', 'était', 'encore', 'diana', 'prêt', 'défendre', 'marigot', 'couvrait', 'place', 'armes', 'puis', 'celle', 'fortifiée', 'nière', 'formidable']",uns affirmaient était encore diana prêt défendre marigot couvrait place armes puis celle fortifiée nière formidable,['Diana'],Diana,3,était / pour / lui
1163,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['autres', 'disaient', 'élait', 'fuite', 'vers', 'sud']",autres disaient élait fuite vers sud,[],,3,était / pour / lui
1164,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['somme', 'rien', 'précis', 'encore', 'côté']",somme rien précis encore côté,[],,3,était / pour / lui
1165,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['événements', 'soutouta', 'saroudian', 'avaient', 'modifier', 'ses', 'intentions']",événements soutouta saroudian avaient modifier ses intentions,[],,3,était / pour / lui
1166,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['pour', 'moi', 'faisais', 'avec', 'toul', 'mon', 'monde', 'vœux', 'ardents', 'pour', 'attendit', 'dans', 'son', 'sagné', 'diana']",pour moi faisais avec toul mon monde vœux ardents pour attendit dans son sagné diana,['Diana'],Diana,0,avec / lui / ses
1167,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['continuons', 'notre', 'route', 'vers', 'sanoundi']",continuons notre route vers sanoundi,[],,3,était / pour / lui
1168,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['sur', 'sentier', 'trouvons', 'feuilles', 'coran', 'répandues', 'terre', 'calebasses', 'peignes', 'tis', 'serands', 'cotonnades', 'indigènes', 'ces', 'indices', 'dénotent', 'retraite', 'pré', 'cipitée']",sur sentier trouvons feuilles coran répandues terre calebasses peignes tis serands cotonnades indigènes ces indices dénotent retraite pré cipitée,[],,2,dans / ces / leur
1169,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['vers', 'sept', 'heures', 'nuit', 'étant', 'déjà', 'tombée', 'distinguons', 'devant', 'feux', 'bivouac', 'deuxième', 'colonne', 'bientôt', 'serre', 'main', 'mon', 'camarade', 'vallière', 'venu', 'devant', 'moi']",vers sept heures nuit étant déjà tombée distinguons devant feux bivouac deuxième colonne bientôt serre main mon camarade vallière venu devant moi,[],,3,était / pour / lui
1170,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['félicite', 'résultats', 'journée', 'réjouissons', 'jusqu', 'moment', 'mener', 'bien', 'notre', 'plan', 'opérations', 'combiné', 'vingt', 'jours', 'dia', 'mou']",félicite résultats journée réjouissons jusqu moment mener bien notre plan opérations combiné vingt jours dia mou,[],,3,était / pour / lui
1171,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['avons', 'tous', 'deux', 'même', 'crainte', 'mahmadou', 'lamine', 'attendra', 'pas', 'diana']",avons tous deux même crainte mahmadou lamine attendra pas diana,"['Mahmadou', 'Lamine', 'Diana', 'Ahmadou']",Mahmadou,1,lamine / mahmadou lamine / mahmadou
1172,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['tandis', 'colonne', 'installe', 'non', 'loin', 'bivouac', 'vallière', 'mes', 'grand', 'gardes', 'relient', 'long', 'marigot', 'celles', 'déjà', 'établies', 'concerte', 'avec', 'commandant', 'deuxième', 'colonne', 'sujet', 'mesures', 'prendre', 'pour', 'lendemain']",tandis colonne installe non loin bivouac vallière mes grand gardes relient long marigot celles déjà établies concerte avec commandant deuxième colonne sujet mesures prendre pour lendemain,[],,0,avec / lui / ses
1173,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['bien', 'officiers', 'état', 'major', 'interprètes', 'eussent', 'interrogé', 'nos', 'prisonniers', 'avec', 'plus', 'grand', 'soin', 'renseignements', 'étaient', 'toujours', 'aussi', 'vagues', 'sur', 'le_marabout', 'sur', 'ses', 'intentions']",bien officiers état major interprètes eussent interrogé nos prisonniers avec plus grand soin renseignements étaient toujours aussi vagues sur le_marabout sur ses intentions,['le marabout'],le marabout,0,avec / lui / ses
1174,Deux_campagnes_au_Soudan_français_[...]Gallieni_Joseph-Simon_bpt6k103420x.txt,"['gens', 'saroudian', 'gouta', 'sanoundi', 'prétendaient', 'mahmadou', 'lamine', 'réuni', 'toutes', 'ses', 'forces', 'diana', 'tous', 'habi', 'tants', 'villages', 'évacués', 'étaient', 'avec', 'lui', 'pays', 'gamon', 'niéri', 'deux', 'canpagnes', 'soudan', 'français']",gens saroudian gouta sanoundi prétendaient mahmadou lamine réuni toutes ses forces diana tous habi tants villages évacués étaient avec lui pays gamon niéri deux canpagnes soudan français,"['Mahmadou', 'Lamine', 'Diana', 'Ahmadou']",Mahmadou,4,deux / deux colonnes / colonnes
